Symbol,Company,Sector,Industry,avg. ROI (%) - Max,avg. ROI (%) - 20 Years,avg. ROI (%) - 10 Years,avg. ROI (%) - 5 Years,avg. ROI (%) - 1 Year,avg. ROI (%) - 6 Months,R^2 - Max,R^2 - 20 Years,R^2 - 10 Years,R^2 - 5 Years,R^2 - 1 Year,R^2 - 6 Months,First Date,Last Date
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,12.207986197558673,11.832378500730911,14.079165120935855,5.666967712478033,9.26461672173442,152.68270543709724,0.6586927999567153,0.6066792765460907,0.8471769508597806,0.2949974125552721,0.04675743394298914,0.9051985589857672,1998-01-02,2019-07-18
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1.9927993769386587,2.8039617485273727,7.421271272037244,8.146557840605384,-20.460216449276057,-33.731924001007286,0.17018610368405163,0.29064656155601676,0.7240877169118578,0.47963713409241704,0.5696835555953422,0.6857451340897753,1998-01-02,2019-07-18
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,4.548703728015235,4.842814781858196,6.461405251528718,14.916335032179195,-6.268212599504808,-5.3150439259895155,0.5549209253947105,0.5399010605475227,0.44215937237308967,0.5579807243393184,0.0869768980930864,0.03338020129356112,1998-01-02,2019-07-18
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,21.56535440907026,21.56535440907026,21.56535440907026,17.619245648876248,4.2360329424455,48.941847692114074,0.939349281475507,0.939349281475507,0.939349281475507,0.8057285232841919,0.04030928788687682,0.8431940593600614,2010-06-15,2019-07-18
CBRE,CBRE Group,Real Estate,Real Estate Services,4.712983283673067,4.712983283673067,4.712983283673067,4.712983283673067,15.658508904280533,18.115889003327478,0.05167931883153476,0.05167931883153476,0.05167931883153476,0.05167931883153476,0.22440514861026506,0.2668051813149074,2018-03-19,2019-07-18
CBS,CBS Corp.,Communication Services,Broadcasting,11.670652734021436,11.670652734021436,15.894445228007825,-0.6856314063530489,-12.659957474145934,5.301516980810872,0.4773028886035668,0.4773028886035668,0.6643174123270839,0.00816930463925103,0.3152722702824523,0.04738858155535719,2005-12-05,2019-07-18
CE,Celanese,Materials,Specialty Chemicals,13.649896217575108,13.649896217575108,14.863555468045675,16.524758384171868,-8.462203574828319,15.970179479748392,0.8175450488297382,0.8175450488297382,0.9178953861778223,0.8254263885779277,0.10863090342950497,0.3375895507716681,2005-01-21,2019-07-18
CELG,Celgene Corp.,Health Care,Biotechnology,9.56523161345113,7.824022001981423,6.917730144480272,-5.101513805799296,15.772765893852615,22.10763332451908,0.6761346622875429,0.6159143759119285,0.33767538962769594,0.21383160891794317,0.13987891318411205,0.525568484956724,1998-01-02,2019-07-18
CNC,Centene Corporation,Health Care,Managed Health Care,9.02321374838806,9.02321374838806,17.8517699788709,6.281613979962719,-75.01010692474578,-71.07056089972684,0.5833522836370852,0.5833522836370852,0.7632915443923034,0.0897900414470395,0.8125121630341395,0.4376997727928275,2001-12-13,2019-07-18
CNP,CenterPoint Energy,Utilities,Multi-Utilities,0.8885661765614783,2.1500917606130265,7.242686033583201,9.049195521917808,9.232373567420659,-11.728167042783122,0.017662352333935427,0.08935578397887223,0.7294085814773487,0.5614975076744706,0.3982146339247507,0.47620873330723873,1998-01-02,2019-07-18
CTL,CenturyLink Inc,Communication Services,Integrated Telecommunication Services,-2.5370884625618872,-2.073047392506755,-8.945859211211927,-19.884933184345876,-58.10228445560305,-45.79199789400686,0.2936806291706725,0.19663224410100846,0.6535521148981831,0.8508433692885518,0.8754280711803875,0.6132000212320067,1998-01-02,2019-07-18
CERN,Cerner,Health Care,Health Care Technology,4.74019882683665,3.8463439417410594,-3.573852649601117,-0.01452016164018577,12.939315768097547,114.58821725964441,0.4545127230525158,0.34563332270338654,0.2841674292008175,4.185140499712858e-06,0.11521028976364056,0.9272881735252423,1998-01-02,2019-07-18
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,1.6209206802164866,1.6209206802164866,-15.273045740708069,-28.617270316872776,-14.628846933830808,17.299688536674495,0.00539550195932148,0.00539550195932148,0.34226483628631554,0.3565971491864448,0.27232910949645817,0.23672877819759205,2005-08-11,2019-07-18
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,1.9724976111269887,4.57235201323718,15.37359361876911,14.804181992012676,-19.149344009530857,-26.18011327666655,0.04873547682040935,0.26456860239986435,0.8022581365627044,0.6871912520128691,0.583339525899615,0.6835690240814942,1998-01-02,2019-07-18
CHTR,Charter Communications,Communication Services,Cable & Satellite,32.07905284881469,32.07905284881469,32.07905284881469,21.160144930804712,36.12294368011035,70.16299409067676,0.9508271754380023,0.9508271754380023,0.9508271754380023,0.8061231152555014,0.7253093533181922,0.8289388922764807,2010-01-05,2019-07-18
CVX,Chevron Corp.,Energy,Integrated Oil & Gas,2.1794909657871564,2.5697782031482985,3.446120895624172,4.072086425490085,2.6469175459491012,9.524816794360635,0.3493755878590371,0.39370565726403306,0.3497064452613198,0.2265378038666845,0.033629204867612006,0.18655373895991068,1998-01-02,2019-07-18
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,21.071461125882564,21.071461125882564,13.483217659121927,-7.096651595982529,82.36785515418758,90.4976979831525,0.743131402769274,0.743131402769274,0.4609471674909689,0.14434123250902542,0.7731830757370108,0.7613532295040472,2006-01-26,2019-07-18
CB,Chubb Limited,Financials,Property & Casualty Insurance,3.5734117278820587,4.233457788513562,12.304090628670394,6.934699584274884,12.117979494127518,37.06236345857301,0.4208820359933186,0.47880575859466123,0.9361218504118145,0.6816344509853052,0.3990427213209505,0.9328153260212051,1998-01-02,2019-07-18
CHD,Church & Dwight,Consumer Staples,Household Products,5.2439792803302465,5.751658035092766,0.46092965640049943,-8.30515211443329,39.95008307894447,50.18121570466965,0.6303912401489759,0.642578574418549,0.0034591892690123416,0.22806358642870392,0.8921125708259872,0.800223616908712,1998-01-02,2019-07-18
CI,CIGNA Corp.,Health Care,Managed Health Care,2.151829817254125,3.225105538225348,23.692847708130003,13.320442870601834,-24.518153663072408,-33.27214475585284,0.050998519622935994,0.09538068304453473,0.9441441211345827,0.6837477088316812,0.4915431638599367,0.4571067533171924,1998-01-02,2019-07-18
XEC,Cimarex Energy,Energy,Oil & Gas Exploration & Production,10.6238976365987,10.6238976365987,5.705817329430096,-9.153309633245977,-40.858819319158776,-50.16790086068808,0.7299742353566461,0.7299742353566461,0.2576980216795087,0.4095855686278993,0.789221851188913,0.8131288263429637,2002-09-25,2019-07-18
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,2.375133728099099,3.375458606682602,14.26583858743693,12.817748870132561,44.11851136461156,90.91875792621838,0.1720315281284459,0.33735988977927944,0.9519981899736956,0.8236843445334521,0.8303838783557869,0.9278052484852158,1998-01-02,2019-07-18
CTAS,Cintas Corporation,Industrials,Diversified Support Services,4.896876773794667,6.283417938993763,26.475592858329033,28.680858800602827,18.630216416669953,71.0050936926869,0.28995919298039075,0.381851357653507,0.9810237103324811,0.9648360322610303,0.2263177155708722,0.9252583325700359,1998-01-02,2019-07-18
CSCO,Cisco Systems,Information Technology,Communications Equipment,-1.3799165581894757,0.9386957865207268,9.6984971796513,16.979707261816944,32.905725691998924,48.64939903302352,0.027612023544070885,0.015531014020604417,0.7156057628829473,0.8618662271641586,0.6995966500368768,0.6938046852347595,1998-01-02,2019-07-18
C,Citigroup Inc.,Financials,Diversified Banks,-0.386255892492926,0.6100439199971053,31.967447831651285,8.671198837145578,-4.4629756810651955,24.921866070724263,0.0008231598790556793,0.0016763982390073373,0.6486077801965727,0.47020595080366717,0.025583667819105815,0.49741642123328883,1998-01-02,2019-07-18
CFG,Citizens Financial Group,Financials,Regional Banks,14.100967308838364,14.100967308838364,14.100967308838364,14.100967308838364,-14.842588763490049,-3.4675433410559786,0.5880924410018271,0.5880924410018271,0.5880924410018271,0.5880924410018271,0.31346032500184334,0.023530615616435546,2014-09-24,2019-07-18
CTXS,Citrix Systems,Information Technology,Internet Software & Services,6.2913958598274755,8.80006414464225,7.2843569393451935,11.275993115326433,-13.760910906229395,-16.387616091073564,0.3461845200349368,0.5499764286475075,0.6436226365669324,0.8060553323400781,0.7221246448675043,0.5407870097674933,1998-01-02,2019-07-18
CLX,The Clorox Company,Consumer Staples,Household Products,4.934833101635672,7.031084323865433,11.309494011478183,9.034585703752152,8.060647656242725,-0.57053771925063,0.5104547767305343,0.866378142765197,0.9565742105842232,0.7670870337427252,0.22555686200544378,0.0009874070744124719,1998-01-02,2019-07-18
CME,CME Group Inc.,Financials,Financial Exchanges & Data,-4.154521208486139,-4.154521208486139,-6.892026684260088,21.070386065507442,11.957200261212076,35.14007830180317,0.07952692534686479,0.07952692534686479,0.1320013197201899,0.9402292859095538,0.3051746094712515,0.4569808741460094,2002-12-06,2019-07-18
CMS,CMS Energy,Utilities,Multi-Utilities,3.7285212199823947,6.436286335379915,14.852983706661792,12.061156313032594,22.69911673976306,30.12933097441488,0.15430254938075358,0.40407769440033753,0.9740894762094714,0.889424732047881,0.8705305300705629,0.8654413403194228,1998-01-02,2019-07-18
KO,Coca-Cola Company,Consumer Staples,Soft Drinks,-1.1928190924772153,-0.6494851356748099,-3.320184625762723,3.2344096524890897,9.536234082874518,27.416132561809505,0.1556288158882716,0.050550074903124353,0.23974260204644338,0.5615575275950002,0.38199034953148275,0.5630457468064877,1998-01-02,2019-07-18
CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,3.7516448195995755,2.9801096607683597,2.1187175307489703,7.391882301443098,-18.534961669929483,-29.34219215936531,0.2726360425162032,0.1914712586008127,0.08803542335980796,0.4802958725307368,0.49006290229022875,0.418465936845531,1998-06-19,2019-07-18
CL,Colgate-Palmolive,Consumer Staples,Household Products,1.0421278461261396,1.8906519841834113,-2.8817393201823194,0.21557934082094832,12.919337566799594,39.544449344282874,0.10148890615889894,0.3067311846024158,0.25712459654578546,0.002970088056382769,0.3464105433651118,0.9143446785137401,1998-01-02,2019-07-18
CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,1.2105369988930414,2.1867316477335974,10.440395479772713,-11.912550637809938,26.657889800957356,47.85308173500595,0.037171574569048293,0.10381999181163726,0.4442211883833927,0.5361907508201551,0.74867537501905,0.8253539377980059,1998-01-02,2019-07-18
CMA,Comerica Inc.,Financials,Diversified Banks,-0.3082509579617754,0.46512247233396753,12.020417476008461,19.24919374607994,-26.4566049871795,-33.53197169043642,0.0029525823712446275,0.005877892671635743,0.7375767463081444,0.6673142790425171,0.6015297500751098,0.7004060261569042,1998-01-02,2019-07-18
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,2.20102475462034,2.941553772854344,5.534285492083724,-5.369619785038182,-30.18872725956089,91.72723978275499,0.31984325835937566,0.46512277245670447,0.4493274870884838,0.2187714905804965,0.3083379556337966,0.6048431143180837,1998-01-02,2019-07-18
CXO,Concho Resources,Energy,Oil & Gas Exploration & Production,16.487404313862353,16.487404313862353,9.525230716817013,3.300580784570384,-34.037241870299326,-26.684295276739846,0.7156641028396757,0.7156641028396757,0.6000619963226297,0.10354787191717663,0.7453050473942083,0.4550648502185557,2007-08-03,2019-07-18
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,0.40572797900446655,-0.09789189730543546,-0.8083225085688595,1.2260282787886378,-18.292630531656894,-28.894218284862795,0.013348920618527216,0.0007040018737676235,0.014313819849784748,0.006874047710249909,0.6107656574331419,0.7479130614807648,1998-01-02,2019-07-18
ED,Consolidated Edison,Utilities,Electric Utilities,3.5860129897796744,4.284190368721852,6.923793962151503,7.481459092398857,15.372618868323107,33.50212854350254,0.7195174879577599,0.8299916431500485,0.8772595639804236,0.7202396448693651,0.620503629511602,0.8297389782940869,1998-01-02,2019-07-18
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,6.670756456826599,8.605132722877906,38.44573718801085,18.308318569684225,-12.734804437342351,48.64186571619258,0.24393816733794216,0.32114715498864527,0.9372817199005995,0.7726031646147858,0.15527573798759275,0.5008562994476377,1998-01-02,2019-07-18
COO,The Cooper Companies,Health Care,Health Care Supplies,10.895416280557658,11.140063070722839,23.621585027447402,15.524026522149704,28.431930956533535,46.42022253075893,0.7099111910141829,0.6928118727648918,0.9246858292241806,0.7860174245733422,0.709113740272608,0.740057301057043,1998-01-02,2019-07-18
CPRT,Copart Inc,Industrials,Diversified Support Services,5.4973212426014495,5.98613507997019,4.494446575190425,12.010045582216765,34.6895453029356,145.69282607495643,0.5832618640475786,0.5857715150106156,0.28799904089193984,0.4460266736172118,0.33065558466382317,0.9573327041696017,1998-01-02,2019-07-18
GLW,Corning Inc.,Information Technology,Electronic Components,-1.0517380904510043,0.4163862721075384,8.317425089705278,13.718248377391085,-1.7196502385005918,-10.356106487870676,0.007350501692225176,0.0009856127212658494,0.5865497265845132,0.7235019380762121,0.007416392156514906,0.07846671090895196,1998-01-02,2019-07-18
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,21.021707073771534,21.021707073771534,21.021707073771534,21.021707073771534,21.021707073771534,21.021707073771534,0.026426634542795036,0.026426634542795036,0.026426634542795036,0.026426634542795036,0.026426634542795036,0.026426634542795036,2019-05-24,2019-07-18
COST,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,8.123707334075236,9.759636979051155,15.624239435732058,13.170112033018743,16.509057095260093,72.17078421171854,0.7145695068208524,0.8293761781936747,0.9658782059592557,0.8530901581851335,0.3298176863248615,0.9120150923102183,1998-01-02,2019-07-18
COTY,"Coty, Inc",Consumer Staples,Personal Products,-7.230122847651533,-7.230122847651533,-7.230122847651533,-16.00852730766138,4.254285530494162,135.0975982975342,0.16627769567281436,0.16627769567281436,0.16627769567281436,0.5171181439926369,0.0031662537847442214,0.5306667145774482,2013-06-13,2019-07-18
CCI,Crown Castle International Corp.,Real Estate,Specialized REITs,13.268961934513325,13.979925745951704,14.012914546426103,9.90935687575545,25.43931494623306,38.80344540286702,0.6940774458376466,0.6999991105172805,0.9251666345593822,0.8776656524177124,0.7351082250069417,0.7774814911752851,1998-08-18,2019-07-18
CSX,CSX Corp.,Industrials,Railroads,0.6801021724149203,1.3249918214757184,4.385646946002453,25.43638532123531,10.056847199697017,34.303275722663784,0.014156468951502243,0.04438422906980388,0.0826341714042843,0.7451959282321171,0.1809958188849321,0.598310219142506,1998-01-02,2019-07-18
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,8.39576880507198,8.421873980044214,11.271309105886651,18.206818009200965,10.884945486313114,32.4631972346612,0.8694513115157488,0.8481690259636373,0.8716318452543088,0.8793184234320136,0.2802895902434689,0.7634409672889088,1998-01-02,2019-07-18
DVA,DaVita Inc.,Health Care,Health Care Facilities,9.320478395042109,9.973528172936753,-1.7158307977662823,-6.018452994976265,-33.39569937026911,-17.95686840213119,0.5859269198385586,0.5852060495225685,0.05715803894209026,0.48923695661841726,0.7294144071385156,0.16994732849103245,1998-01-02,2019-07-18
DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,5.608036088077983,5.754234026249838,9.512257065505736,18.20681471984271,13.356210866462037,-8.389043797010942,0.6255060143899944,0.6009963569367002,0.7327620879437275,0.7870274049207651,0.3329297546662291,0.05679805129323334,1998-01-02,2019-07-18
DAL,Delta Air Lines Inc.,Industrials,Airlines,20.623222964192568,20.623222964192568,25.923349161118736,6.568997541698751,1.402153011880869,49.41812888854753,0.7351714958969646,0.7351714958969646,0.8299282940138661,0.5155937036237779,0.0036703041699884804,0.6613757698404872,2007-05-03,2019-07-18
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,2.45116687578244,2.0173542446822568,6.088760258436965,-2.682993472116446,58.40076008172126,111.37660068251347,0.31201407350306665,0.2128489724193141,0.5617677664618042,0.06175408114752201,0.629405316984553,0.8991867597709189,1998-01-02,2019-07-18
DOW,Dow Inc.,Materials,Commodity Chemicals,-29.550866769570995,-29.550866769570995,-29.550866769570995,-29.550866769570995,-29.550866769570995,-29.550866769570995,0.30086074488119396,0.30086074488119396,0.30086074488119396,0.30086074488119396,0.30086074488119396,0.30086074488119396,2019-03-20,2019-07-18
DTE,DTE Energy Co.,Utilities,Multi-Utilities,5.448189600455411,6.13219383406709,12.372794515257368,10.589681063604539,21.098909887243856,26.127539386852504,0.7377780648919428,0.7759120922442938,0.9699989732689648,0.8796667229789129,0.8312775742314388,0.8348673353106452,1998-01-02,2019-07-18
DUK,Duke Energy,Utilities,Electric Utilities,3.6377940915663043,5.669099128110822,21.759576330932617,2.9944166608799394,12.402346040261492,-0.38859211744225464,0.12093533526514266,0.24035821063844542,0.7305408633597343,0.3459312573182763,0.6291408030441881,0.0010425262814013347,1998-01-02,2019-07-18
DRE,Duke Realty Corp,Real Estate,Industrial REITs,-1.0790620875967938,-1.2269437912800774,11.922711590085356,11.338554279760071,15.81055820004118,23.121472357524443,0.031054643533607873,0.03239864682009297,0.9328861380815228,0.8024712797478495,0.5413769212042441,0.7339684376991464,1998-01-02,2019-07-18
DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,39.96223682554725,39.96223682554725,39.96223682554725,39.96223682554725,39.96223682554725,39.96223682554725,0.09053080793488155,0.09053080793488155,0.09053080793488155,0.09053080793488155,0.09053080793488155,0.09053080793488155,2019-05-24,2019-07-18
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,-12.373068503677121,-12.373068503677121,-12.373068503677121,-12.373068503677121,-42.23639760923661,-41.53817540995273,0.21170024363145346,0.21170024363145346,0.21170024363145346,0.21170024363145346,0.6533540833548377,0.5762047551956525,2017-02-01,2019-07-18
ETFC,E*Trade,Financials,Investment Banking & Brokerage,3.816438619459661,6.904632162764801,32.5239355589229,22.691077640149395,-21.654691984739227,-11.411641130841543,0.059869615724353675,0.16678070743613593,0.7493799422846799,0.7948508891364634,0.547209882484105,0.21160761172345044,1998-01-02,2019-07-18
EMN,Eastman Chemical,Materials,Diversified Chemicals,3.466648553092533,4.240953657387037,3.8457296203584512,4.282111859900906,-25.62035651958142,-21.299355187229907,0.45468029152987155,0.5520236115373623,0.24325357228767563,0.1991011645215649,0.5644952376013627,0.34133498378360116,1998-01-02,2019-07-18
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,-0.7087113274757195,-0.5843869286549341,2.858438577724942,6.180113834838097,0.3894171798421997,13.363451574847595,0.04187687215368219,0.024297476118096628,0.1463732076002252,0.42804624449724177,0.00027174093832038615,0.17049308933131835,1998-01-02,2019-07-18
EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,-4.8280323465827335,-3.9775965975344163,2.121396655470842,-5.207584629447903,25.53089742494008,31.166537997694554,0.28057367820584944,0.21748515770025237,0.039060310900647766,0.0816561323807582,0.3566228034485859,0.5831839354772309,1998-09-24,2019-07-18
ECL,Ecolab Inc.,Materials,Specialty Chemicals,8.020544046603728,8.693818689975409,15.546663331415434,10.124885989444898,38.005597529088696,63.31950260070096,0.7792108616095879,0.789997760935174,0.9361958525647343,0.8134238939020926,0.8188987210842583,0.904432748180057,1998-01-02,2019-07-18
EIX,Edison Int'l,Utilities,Electric Utilities,7.034830022956418,8.072470977750324,9.023815394870383,1.1378590267006272,-6.051303666312902,30.38386202693093,0.6642555365231841,0.7134877929164177,0.814489462310855,0.0211954479402382,0.05077138236795398,0.41034843863008963,1998-01-02,2019-07-18
EW,Edwards Lifesciences,Health Care,Health Care Equipment,11.129119153147382,11.129119153147382,8.284665180302175,7.256704866944874,37.3957684979519,19.958360785581597,0.91545130757135,0.91545130757135,0.5647886738773265,0.20601300174567883,0.7641808538413949,0.31011221372298403,2000-03-27,2019-07-18
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,0.09223607052648575,0.09924469489572818,28.47973684533549,22.230247568191032,-24.268801728557634,-2.3497903741027337,9.105864519398654e-05,8.496010549108313e-05,0.8569333791267018,0.6987085995625857,0.31043087188781215,0.005683448213062214,1998-01-02,2019-07-18
EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,-0.11525514380704704,0.07139330868064508,3.755771262363994,5.498840275534511,-12.626940875675096,-8.041563880572866,0.0013111484309442645,0.0004121988655713116,0.43350048530465946,0.3248618709385701,0.261254368218267,0.07042683759752166,1998-01-02,2019-07-18
ETR,Entergy Corp.,Utilities,Electric Utilities,4.740357213735602,4.007994280290128,1.7030956358653704,4.037083978676459,28.558201911636203,40.93245101476779,0.5345852726123392,0.4278223394144117,0.206286108330747,0.3355224091783062,0.8968731168638792,0.9127495730745709,1998-01-02,2019-07-18
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,8.315165743861552,7.092859888257541,-0.42244228306610454,4.3284077699787815,-31.24598279259937,-20.436974526856023,0.7076453096204754,0.6471909847856157,0.003652546942898627,0.180714648088249,0.7403973968378793,0.3203930617080223,1998-01-02,2019-07-18
EFX,Equifax Inc.,Industrials,Research & Consulting Services,8.007332740341088,9.563174939116692,19.50050898519531,7.73147954398723,3.132854847285138,76.04694982165438,0.6902186086133258,0.7872423594343598,0.9113877755475521,0.3906185324300998,0.00555582419639411,0.9065879929490213,1998-01-02,2019-07-18
EQIX,Equinix,Real Estate,Specialized REITs,33.59750503069981,33.59750503069981,21.539428480918545,17.387007336078895,21.405665046498502,86.92896993753958,0.7515511089539665,0.7515511089539665,0.9315527652720109,0.811834511110554,0.2905572340272077,0.9207686162791905,2000-08-11,2019-07-18
EQR,Equity Residential,Real Estate,Residential REITs,3.4960839901542196,4.280889756198869,5.912063772628318,-1.4525783312626106,23.71178057419594,20.210601954542206,0.39822378892057786,0.47915855686998954,0.5231683076056225,0.059608371714830355,0.8287047403707368,0.831809296712565,1998-01-02,2019-07-18
ESS,"Essex Property Trust, Inc.",Real Estate,Residential REITs,10.736011888693152,10.352901908521162,12.4053861952526,6.048573505974231,30.27887773780624,23.547654699212494,0.9238275497636327,0.9082906150220972,0.9033649198749999,0.6553293486873593,0.8844603396711589,0.6736511721660483,1998-01-02,2019-07-18
EL,Estee Lauder Cos.,Consumer Staples,Personal Products,5.2710677613076795,7.033245915843822,9.54589040502487,18.330728275964226,40.5323671631602,78.94739181130423,0.488710737548083,0.7057319666918881,0.6042850514903917,0.8212597014518509,0.6752817938688435,0.7939959155233606,1998-01-02,2019-07-18
EVRG,Evergy,Utilities,Electric Utilities,7.257387668636617,7.257387668636617,7.257387668636617,7.257387668636617,5.660208815175993,17.07648555030321,0.4166073902096708,0.4166073902096708,0.4166073902096708,0.4166073902096708,0.2801742870873324,0.5842648147870493,2018-06-04,2019-07-18
ES,Eversource Energy,Utilities,Multi-Utilities,7.501665599435925,7.715743423952381,10.634007004260159,8.300050319954089,28.562582656699863,30.908413493036413,0.8933602520082434,0.8816866967935357,0.9479373712217817,0.8025542984047649,0.9182597725583815,0.8620807083123639,1998-01-02,2019-07-18
RE,Everest Re Group Ltd.,Financials,Reinsurance,8.966962463406336,8.735841561317148,14.497761697349866,8.46330314683399,14.011816261378641,50.98319759018175,0.8449315749581157,0.8122968033651938,0.9257459791990894,0.6861665560179249,0.41332265242415944,0.8146375046155963,1998-01-02,2019-07-18
EXC,Exelon Corp.,Utilities,Multi-Utilities,-1.3181808744920476,-2.3623443131327804,-0.6803051462094589,8.776647565533313,20.015543904423815,7.916903344220727,0.08417405965006075,0.2582247250705326,0.01547350632136446,0.6720234875864929,0.8395486955562779,0.23583391943602816,1998-01-02,2019-07-18
EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,20.30293015209135,20.30293015209135,23.92051664218149,7.178218397157821,-2.0168689197709644,12.105682874573699,0.831269608110224,0.831269608110224,0.887306470033474,0.42370147137381575,0.013066362691240063,0.1458116549927061,2005-07-21,2019-07-18
EXPD,Expeditors,Industrials,Air Freight & Logistics,1.2814832168435153,1.2800969283239372,6.411628699221117,13.532979402259905,4.200324426656787,5.835047642904456,0.1035151315781969,0.08947404040107343,0.6528261039536828,0.9173157970362452,0.05912169021821356,0.04080146849231147,1998-01-02,2019-07-18
HSIC,Henry Schein,Health Care,Health Care Distributors,7.759267149418281,8.374662334622007,6.9212054641314635,-16.155150495051064,-26.464197753167884,8.991347731381083,0.64753761593037,0.6475990134185079,0.24180289795065746,0.46300031303651384,0.4673027749540183,0.01949672690817783,1998-01-02,2019-07-18
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,3.034931203824631,3.7352762338128898,10.97996182266099,4.225859112441732,40.678805793985994,92.69034485768637,0.30098054534116847,0.3663954227563765,0.8008347839183876,0.35694048731540173,0.8475044296520521,0.95032497456525,1998-01-02,2019-07-18
HES,Hess Corporation,Energy,Integrated Oil & Gas,-0.4753186053789604,-0.992933623568959,-1.6747812250702876,-5.920953676556062,-5.822815402586801,31.145497166287296,0.01202060730232435,0.043933579097084396,0.053526574006602316,0.17334750140394506,0.021462530036855387,0.32338356465516416,1998-01-02,2019-07-18
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",-4.8696801823208125,-4.8696801823208125,-4.8696801823208125,-4.8696801823208125,-6.805356262105056,-17.464073397177938,0.10071517557432919,0.10071517557432919,0.10071517557432919,0.10071517557432919,0.10548033644062793,0.2955793108808834,2015-10-19,2019-07-18
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",36.79433411444435,36.79433411444435,36.79433411444435,41.17977709385636,30.95789738833139,79.62984272954175,0.7725941333424886,0.7725941333424886,0.7725941333424886,0.7640102526766515,0.5326428674865193,0.8885435001066924,2013-12-12,2019-07-18
HFC,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,4.688561374738387,4.559510043169102,3.6107064013892076,7.3316511830124,-45.033115645337816,-45.39938593280546,0.3450154486456729,0.2976982388985021,0.10694452562204393,0.10837805063572936,0.8896581066294423,0.668652553779201,1998-01-02,2019-07-18
HOLX,Hologic,Health Care,Health Care Equipment,6.89444225247704,7.604566042657979,13.325179960501131,9.135415723063778,23.498488076627776,10.473932128060204,0.37837543280840447,0.389921655429169,0.9031845103538629,0.6055886151842622,0.6847100877852161,0.1771571529700745,1998-01-02,2019-07-18
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,6.348681492707775,8.049673382920242,24.96944969809023,17.524441841712267,3.9905240429897626,36.239936549790656,0.3805271083410674,0.48787852044709323,0.9693745539024321,0.9227653370303383,0.027252144730995576,0.6790288230062813,1998-01-02,2019-07-18
HON,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,6.983939807135231,8.096256589449236,16.477925764842727,13.208111152184587,12.53348559727041,54.1632765078728,0.6395634001752594,0.7004585179645235,0.962884215175485,0.911319806441665,0.1833120459539307,0.883635251899517,1998-01-02,2019-07-18
HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,2.6888373770541873,3.3721387341201225,1.3978470768558848,-9.211981966867933,5.288924920329907,-12.703273918448588,0.32420552342765085,0.41055047060253724,0.02927931531838746,0.3424217148900076,0.07138172072416005,0.32135101449221826,1998-01-02,2019-07-18
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,2.6550895091464133,3.3706216919194176,4.140512829272769,-0.8929067114533784,-12.220217539574207,-1.9474814706177956,0.23533962017432042,0.31127530706912354,0.3781248029284274,0.01163190438478967,0.31684611521343875,0.0066169543121396,1998-01-02,2019-07-18
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",-4.167583981480361,-3.3846208658647847,-8.272422629945964,-6.430453370017187,-23.398515344870773,-16.62417882781565,0.23247678486657639,0.14437343511000755,0.370301262625804,0.07289767921034196,0.6321444351432732,0.1568118997963318,1998-01-02,2019-07-18
